age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
48,admin.,married,secondary,no,50,no,yes,cellular,21,oct,419,1,-1,0,unknown,yes
33,blue-collar,married,unknown,no,2655,yes,no,cellular,21,nov,195,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,177,yes,no,cellular,9,apr,62,2,332,3,failure,no
41,blue-collar,married,secondary,no,641,yes,no,unknown,13,may,161,1,-1,0,unknown,no
46,management,divorced,secondary,no,0,no,no,cellular,27,aug,763,5,-1,0,unknown,yes
63,blue-collar,married,secondary,no,180,no,no,cellular,15,jul,390,2,182,5,success,yes
34,technician,single,secondary,no,1279,yes,no,cellular,21,oct,339,3,91,10,success,yes
52,management,married,tertiary,no,1944,yes,no,cellular,15,apr,238,3,323,2,failure,no
32,technician,single,tertiary,no,1855,no,no,cellular,15,sep,126,2,134,1,other,yes
41,blue-collar,married,primary,no,2453,yes,no,unknown,15,may,1052,1,-1,0,unknown,yes
27,technician,single,secondary,no,0,no,no,cellular,6,feb,161,1,-1,0,unknown,no
36,services,single,tertiary,no,1189,no,no,cellular,17,aug,220,1,-1,0,unknown,yes
88,retired,married,secondary,no,433,no,no,telephone,15,sep,161,1,274,1,failure,no
29,self-employed,married,tertiary,no,2305,no,no,cellular,27,may,82,2,-1,0,unknown,no
41,management,single,tertiary,no,1253,no,no,cellular,21,jul,1134,5,-1,0,unknown,yes
40,services,married,secondary,no,9374,yes,no,cellular,21,nov,7,8,185,1,failure,no
42,admin.,married,primary,no,-466,no,yes,telephone,31,jul,94,15,-1,0,unknown,no
44,management,married,tertiary,no,4087,yes,no,unknown,19,may,457,5,-1,0,unknown,no
35,services,married,secondary,no,128,yes,no,cellular,12,may,136,1,-1,0,unknown,no
35,technician,single,secondary,no,4645,yes,no,cellular,11,jan,502,3,270,40,other,no
43,technician,married,secondary,no,0,no,no,cellular,19,aug,313,3,-1,0,unknown,no
31,management,divorced,tertiary,no,883,yes,no,cellular,5,mar,112,2,106,1,failure,yes
39,admin.,divorced,secondary,no,112,no,no,cellular,16,sep,574,3,-1,0,unknown,yes
73,retired,married,primary,no,796,no,no,cellular,23,apr,888,1,182,3,success,yes
48,management,divorced,tertiary,no,148,no,no,cellular,12,aug,152,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,180,yes,no,cellular,16,apr,237,1,-1,0,unknown,no
38,technician,married,secondary,no,183,yes,no,cellular,16,apr,256,3,339,2,failure,no
56,entrepreneur,divorced,primary,no,29,no,no,cellular,29,jan,52,2,227,1,failure,no
38,services,single,secondary,no,895,yes,no,cellular,12,may,1531,1,-1,0,unknown,yes
55,housemaid,married,primary,no,1537,no,no,unknown,19,jun,359,1,-1,0,unknown,no
57,technician,married,tertiary,no,1181,no,no,cellular,29,jul,169,2,182,2,success,yes
55,blue-collar,divorced,secondary,no,1613,yes,no,cellular,3,apr,296,1,270,3,failure,yes
72,retired,divorced,primary,no,0,no,no,telephone,28,aug,359,1,-1,0,unknown,no
28,management,single,secondary,no,171,no,no,cellular,10,mar,93,1,-1,0,unknown,yes
34,technician,single,tertiary,no,9851,yes,no,cellular,20,nov,128,5,-1,0,unknown,no
33,technician,single,secondary,no,163,yes,no,cellular,20,aug,627,2,-1,0,unknown,yes
31,self-employed,married,tertiary,no,414,no,no,cellular,14,aug,169,5,-1,0,unknown,no
44,self-employed,single,tertiary,no,18558,yes,no,cellular,20,nov,51,1,190,4,other,no
57,management,married,tertiary,no,256,no,no,cellular,5,jun,304,2,91,1,success,yes
58,management,married,tertiary,no,3228,no,no,cellular,19,aug,58,2,-1,0,unknown,no
41,admin.,married,secondary,no,80,no,no,cellular,19,nov,202,1,-1,0,unknown,no
23,student,single,secondary,no,1234,no,no,cellular,15,feb,379,1,91,1,success,yes
24,student,single,secondary,no,1123,no,no,cellular,13,jul,475,1,412,1,other,yes
36,blue-collar,married,primary,no,347,no,no,cellular,4,feb,167,2,-1,0,unknown,no
82,retired,divorced,primary,no,0,no,no,telephone,15,mar,506,2,195,1,other,yes
38,blue-collar,divorced,secondary,no,0,yes,no,cellular,11,may,580,1,173,1,failure,no
32,technician,single,secondary,no,40,no,no,cellular,8,aug,419,2,-1,0,unknown,yes
39,blue-collar,married,secondary,no,661,yes,no,cellular,3,feb,84,4,267,4,failure,no
38,management,single,tertiary,no,427,yes,no,cellular,6,may,17,3,169,2,failure,no
38,management,single,tertiary,no,3141,no,no,cellular,9,nov,347,4,189,2,success,yes
28,technician,single,secondary,no,593,yes,no,unknown,19,jun,202,1,-1,0,unknown,no
26,blue-collar,single,tertiary,no,567,no,no,cellular,25,may,421,1,-1,0,unknown,yes
78,retired,divorced,primary,no,229,no,no,telephone,22,oct,97,1,-1,0,unknown,yes
19,student,single,secondary,no,329,no,no,cellular,30,apr,169,1,190,2,success,yes
34,admin.,married,tertiary,no,21,no,yes,cellular,2,jun,269,1,92,2,failure,no
32,admin.,divorced,secondary,no,-331,yes,yes,unknown,26,may,130,3,-1,0,unknown,no
26,management,single,tertiary,no,194,no,no,cellular,22,apr,407,2,-1,0,unknown,yes
39,blue-collar,married,secondary,no,1382,yes,no,cellular,12,aug,357,1,182,2,success,yes
92,retired,married,unknown,no,775,no,no,cellular,26,jan,164,4,96,3,success,yes
30,management,married,tertiary,no,1567,yes,no,cellular,12,aug,1133,4,-1,0,unknown,yes
53,admin.,single,secondary,no,291,no,no,unknown,23,jul,145,1,-1,0,unknown,no
30,management,single,tertiary,no,12857,yes,no,cellular,6,nov,150,1,-1,0,unknown,yes
29,management,single,tertiary,no,874,yes,no,cellular,16,mar,231,1,181,2,success,yes
43,blue-collar,single,secondary,no,318,yes,no,unknown,5,jun,736,2,-1,0,unknown,yes
37,management,married,tertiary,no,2951,no,no,cellular,21,nov,101,3,-1,0,unknown,no
42,admin.,married,secondary,no,947,no,no,cellular,30,jul,158,2,-1,0,unknown,no
53,technician,married,secondary,no,6,yes,no,unknown,5,may,517,1,-1,0,unknown,no
34,services,married,secondary,no,1337,no,no,cellular,12,aug,255,2,104,1,success,yes
34,technician,single,secondary,no,920,yes,no,cellular,29,oct,250,1,342,5,failure,no
34,management,single,tertiary,no,1228,no,no,cellular,30,apr,580,2,84,8,success,yes
53,blue-collar,married,primary,yes,-462,no,no,cellular,29,jan,470,1,-1,0,unknown,yes
59,technician,married,secondary,no,259,no,no,cellular,18,mar,224,1,-1,0,unknown,yes
35,services,single,secondary,no,1742,yes,no,cellular,31,jul,39,2,-1,0,unknown,no
32,management,married,tertiary,no,376,yes,no,cellular,23,mar,248,4,-1,0,unknown,yes
47,services,single,unknown,no,1784,no,no,cellular,19,oct,385,2,-1,0,unknown,yes
44,management,married,tertiary,no,284,yes,yes,cellular,10,jul,109,5,-1,0,unknown,no
35,blue-collar,married,secondary,no,262,no,no,cellular,15,sep,331,1,75,6,failure,yes
67,retired,married,secondary,no,203,no,no,cellular,11,oct,405,1,266,2,success,yes
62,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,oct,216,1,183,4,success,yes
32,services,single,secondary,no,6983,no,no,cellular,7,aug,255,1,-1,0,unknown,yes
50,management,married,tertiary,no,2570,no,no,cellular,18,nov,273,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,13849,yes,no,unknown,23,may,252,5,-1,0,unknown,no
26,blue-collar,single,secondary,no,2007,no,no,cellular,13,jul,272,3,182,2,success,yes
37,technician,married,tertiary,no,127,yes,no,cellular,13,feb,71,1,-1,0,unknown,yes
26,services,single,tertiary,no,0,no,yes,telephone,1,jul,261,4,-1,0,unknown,yes
55,management,divorced,secondary,no,204,yes,no,cellular,11,jul,1973,2,-1,0,unknown,yes
35,technician,single,tertiary,no,122,no,no,cellular,20,apr,49,5,328,5,failure,no
37,admin.,married,secondary,no,36,yes,no,unknown,13,may,428,1,-1,0,unknown,no
59,retired,divorced,secondary,no,914,no,no,cellular,28,jan,192,1,-1,0,unknown,no
32,management,single,tertiary,no,718,yes,no,cellular,15,jun,95,1,-1,0,unknown,yes
42,services,married,unknown,no,1340,no,yes,cellular,30,jul,88,5,-1,0,unknown,no
44,blue-collar,single,secondary,no,292,no,yes,cellular,17,jul,1153,4,-1,0,unknown,yes
57,management,divorced,unknown,no,0,no,no,unknown,13,may,95,1,-1,0,unknown,no
32,admin.,married,secondary,no,57,no,yes,cellular,22,jul,50,2,-1,0,unknown,no
31,management,married,tertiary,no,0,yes,no,cellular,4,may,108,2,167,1,failure,no
44,self-employed,married,tertiary,no,1196,no,no,cellular,20,aug,552,5,-1,0,unknown,yes
42,management,married,secondary,no,580,no,no,cellular,22,aug,67,2,-1,0,unknown,no
73,retired,married,tertiary,no,2575,no,no,cellular,17,aug,152,1,-1,0,unknown,no
44,technician,married,secondary,no,1901,no,no,cellular,6,aug,165,2,-1,0,unknown,no
30,management,single,tertiary,no,4808,no,no,cellular,10,mar,272,1,-1,0,unknown,yes
29,technician,single,secondary,yes,-397,yes,no,unknown,28,may,114,1,-1,0,unknown,no
25,student,single,secondary,no,3713,no,no,cellular,24,may,323,2,353,3,other,yes
49,management,married,tertiary,no,395,no,no,cellular,10,dec,336,5,-1,0,unknown,yes
57,management,married,tertiary,no,375,no,no,cellular,21,oct,135,1,-1,0,unknown,yes
60,management,divorced,tertiary,no,366,no,no,cellular,3,jun,593,1,-1,0,unknown,yes
28,services,single,secondary,no,198,no,no,cellular,5,jul,128,2,-1,0,unknown,yes
50,management,married,tertiary,no,5108,yes,no,cellular,18,dec,406,1,182,2,failure,yes
37,blue-collar,married,secondary,no,105,yes,no,unknown,8,may,69,2,-1,0,unknown,no
42,admin.,single,secondary,no,1143,yes,yes,telephone,17,nov,106,1,-1,0,unknown,no
41,management,married,tertiary,no,653,yes,no,telephone,17,nov,60,2,-1,0,unknown,no
35,management,single,tertiary,no,80,no,no,cellular,4,sep,434,2,94,1,other,yes
43,blue-collar,married,primary,no,232,no,yes,cellular,15,may,45,1,-1,0,unknown,no
60,admin.,married,unknown,no,4629,yes,no,cellular,27,oct,624,1,-1,0,unknown,yes
30,services,married,secondary,no,5,no,yes,cellular,10,jul,829,5,-1,0,unknown,yes
47,admin.,single,secondary,no,3957,yes,no,telephone,11,may,58,3,334,3,other,no
27,admin.,single,secondary,no,125,no,no,cellular,21,jul,104,1,288,8,failure,no
33,technician,single,tertiary,no,3689,no,no,cellular,27,aug,445,3,-1,0,unknown,yes
41,admin.,divorced,secondary,no,110,yes,yes,cellular,5,feb,76,2,-1,0,unknown,no
43,admin.,single,secondary,no,35,no,no,telephone,9,nov,208,1,-1,0,unknown,no
59,retired,married,secondary,no,25947,no,no,cellular,13,aug,292,2,-1,0,unknown,no
42,entrepreneur,divorced,secondary,no,335,yes,no,cellular,12,may,580,1,-1,0,unknown,yes
39,management,single,tertiary,no,1515,yes,no,cellular,4,may,815,6,167,6,failure,yes
39,blue-collar,married,secondary,no,1307,yes,no,telephone,31,oct,158,1,-1,0,unknown,yes
40,technician,divorced,tertiary,no,1871,yes,no,cellular,17,nov,64,1,-1,0,unknown,no
53,technician,married,secondary,no,7984,yes,no,cellular,2,feb,151,1,-1,0,unknown,no
28,management,single,tertiary,no,187,no,no,cellular,10,sep,255,1,93,2,success,yes
68,retired,divorced,secondary,no,4189,no,no,telephone,14,jul,897,2,-1,0,unknown,yes
39,technician,married,secondary,no,1587,yes,no,cellular,2,jun,171,3,-1,0,unknown,yes
37,services,married,secondary,no,1694,yes,yes,cellular,29,jan,404,2,251,6,failure,no
44,management,married,tertiary,no,1954,no,no,cellular,2,jun,294,1,-1,0,unknown,yes
45,technician,married,secondary,no,1348,no,yes,cellular,1,apr,358,2,-1,0,unknown,yes
61,retired,married,secondary,no,86,no,no,cellular,23,oct,149,1,-1,0,unknown,yes
36,self-employed,married,tertiary,no,4515,yes,no,unknown,17,jun,408,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,1938,yes,no,cellular,7,may,228,1,-1,0,unknown,no
34,admin.,single,secondary,no,88,yes,no,unknown,27,may,169,2,-1,0,unknown,no
48,management,married,tertiary,no,1,no,no,telephone,10,nov,248,1,-1,0,unknown,yes
48,management,divorced,tertiary,no,-244,yes,no,unknown,5,may,253,1,-1,0,unknown,no
39,technician,single,secondary,no,681,yes,no,unknown,5,jun,170,1,-1,0,unknown,no
40,services,married,secondary,no,1293,yes,no,cellular,13,apr,128,3,-1,0,unknown,no
28,student,single,unknown,no,78,no,no,cellular,4,dec,232,3,310,2,failure,yes
48,management,married,tertiary,no,494,no,no,cellular,29,aug,81,8,-1,0,unknown,no
28,self-employed,married,tertiary,no,0,yes,no,cellular,4,feb,546,3,196,4,failure,yes
50,admin.,divorced,secondary,no,-194,yes,no,cellular,13,apr,238,2,-1,0,unknown,no
28,services,single,tertiary,no,128,no,no,cellular,27,may,460,1,414,1,failure,yes
56,housemaid,divorced,primary,no,61,no,no,cellular,2,jun,144,1,-1,0,unknown,no
36,technician,married,secondary,no,1345,yes,no,cellular,18,nov,82,1,172,3,failure,no
30,management,single,tertiary,no,114,no,no,cellular,14,aug,65,4,-1,0,unknown,no
29,technician,married,secondary,no,23,yes,no,cellular,2,jun,163,1,55,2,failure,yes
67,retired,divorced,secondary,no,704,no,no,cellular,3,nov,537,1,-1,0,unknown,yes
37,management,single,tertiary,no,102,yes,no,cellular,6,may,445,1,258,2,failure,yes
78,retired,divorced,secondary,no,3219,no,no,cellular,24,feb,151,1,-1,0,unknown,yes
44,services,married,secondary,no,522,no,yes,unknown,20,jun,911,1,-1,0,unknown,yes
32,admin.,married,secondary,no,0,no,no,unknown,23,may,206,3,-1,0,unknown,no
42,management,married,tertiary,no,4,yes,no,cellular,17,jul,795,1,-1,0,unknown,yes
47,housemaid,married,primary,no,183,no,no,cellular,13,aug,144,1,-1,0,unknown,no
30,admin.,single,secondary,no,315,yes,no,cellular,14,may,884,3,346,4,failure,yes
47,services,married,secondary,no,2070,yes,yes,unknown,26,may,136,1,-1,0,unknown,no
39,management,married,tertiary,no,562,no,no,cellular,13,sep,303,2,-1,0,unknown,no
56,services,divorced,secondary,no,191,no,no,cellular,23,jul,335,3,-1,0,unknown,no
46,services,married,primary,no,437,yes,no,cellular,13,may,546,3,-1,0,unknown,yes
30,technician,married,tertiary,no,541,yes,no,unknown,26,may,414,2,-1,0,unknown,yes
29,technician,single,secondary,no,307,yes,no,cellular,3,feb,216,1,-1,0,unknown,no
33,admin.,married,secondary,no,920,no,no,cellular,13,aug,111,1,105,1,success,no
43,blue-collar,married,secondary,no,953,yes,no,cellular,4,feb,765,2,-1,0,unknown,yes
44,admin.,divorced,primary,no,429,yes,no,telephone,23,oct,80,1,-1,0,unknown,yes
20,student,single,tertiary,no,2764,yes,no,unknown,29,may,139,2,-1,0,unknown,no
55,management,single,tertiary,no,1498,no,no,cellular,25,aug,340,5,-1,0,unknown,no
47,technician,married,tertiary,yes,-813,yes,yes,unknown,16,jun,179,25,-1,0,unknown,no
38,technician,married,tertiary,no,3234,no,no,cellular,18,nov,578,2,-1,0,unknown,yes
32,management,married,tertiary,no,0,no,no,cellular,29,aug,183,2,-1,0,unknown,no
38,unemployed,divorced,secondary,no,189,yes,yes,cellular,21,jul,105,2,-1,0,unknown,no
25,admin.,single,tertiary,no,1185,no,no,cellular,7,oct,290,1,114,1,failure,yes
33,management,single,tertiary,no,718,yes,no,cellular,29,jun,271,1,84,3,success,yes
44,management,married,tertiary,no,2383,no,no,cellular,1,jul,571,2,-1,0,unknown,yes
46,technician,divorced,secondary,no,3455,yes,no,unknown,14,may,566,2,-1,0,unknown,no
53,self-employed,married,tertiary,no,290,no,yes,cellular,24,jul,303,3,-1,0,unknown,no
28,technician,single,secondary,yes,-1042,yes,no,unknown,6,jun,712,2,-1,0,unknown,yes
33,management,single,tertiary,no,318,yes,no,cellular,8,apr,1190,1,141,3,other,yes
58,technician,married,secondary,no,3399,no,no,cellular,26,may,1078,1,97,7,other,yes
44,admin.,divorced,secondary,no,2999,yes,no,cellular,14,may,717,1,-1,0,unknown,yes
60,retired,married,tertiary,no,846,no,no,telephone,26,may,1346,1,-1,0,unknown,yes
49,admin.,divorced,secondary,no,1718,no,yes,cellular,5,aug,211,1,-1,0,unknown,yes
45,blue-collar,married,primary,no,803,yes,no,cellular,4,may,742,4,-1,0,unknown,yes
39,management,married,tertiary,no,1423,yes,no,telephone,21,jul,733,3,-1,0,unknown,yes
49,entrepreneur,married,secondary,no,89,yes,no,cellular,12,may,351,1,-1,0,unknown,no
32,services,single,secondary,no,3993,no,no,cellular,22,may,148,2,-1,0,unknown,yes
49,retired,married,primary,no,-37,no,no,unknown,4,jul,191,2,-1,0,unknown,no
46,technician,married,secondary,no,190,yes,no,cellular,12,aug,370,2,-1,0,unknown,no
32,blue-collar,married,primary,no,902,yes,no,unknown,27,may,106,2,-1,0,unknown,no
50,management,married,secondary,no,0,yes,no,unknown,14,may,94,4,-1,0,unknown,no
41,blue-collar,married,secondary,no,598,yes,no,cellular,12,may,69,3,364,11,failure,no
31,management,divorced,tertiary,no,294,yes,no,cellular,17,jul,536,5,-1,0,unknown,yes
43,blue-collar,married,primary,no,18,yes,no,cellular,14,may,131,2,370,3,other,no
36,admin.,married,secondary,no,1954,yes,yes,cellular,20,nov,158,2,174,3,failure,no
55,retired,married,secondary,no,6690,no,no,cellular,30,apr,534,1,-1,0,unknown,no
31,management,married,tertiary,no,83,no,no,cellular,29,jan,300,1,-1,0,unknown,no
27,technician,single,tertiary,no,931,yes,no,cellular,4,feb,1078,1,-1,0,unknown,yes
63,retired,married,secondary,no,2896,no,no,cellular,1,jul,304,1,119,2,success,yes
38,technician,married,tertiary,no,88,no,no,cellular,8,nov,282,2,186,4,success,yes
33,management,divorced,tertiary,no,2885,no,no,cellular,5,aug,1051,2,-1,0,unknown,yes
49,services,married,unknown,no,463,yes,no,telephone,15,jul,541,2,-1,0,unknown,no
73,retired,married,secondary,no,2850,no,no,cellular,17,nov,300,1,40,8,failure,yes
41,services,married,secondary,no,1319,yes,no,cellular,11,may,305,1,-1,0,unknown,no
33,blue-collar,single,primary,no,863,yes,no,telephone,13,may,622,3,-1,0,unknown,yes
57,admin.,divorced,secondary,no,0,no,no,cellular,9,sep,121,2,-1,0,unknown,no
32,student,single,tertiary,no,0,no,no,cellular,4,feb,233,3,276,2,failure,yes
35,admin.,married,secondary,no,786,no,yes,cellular,25,jul,322,1,-1,0,unknown,no
86,retired,divorced,unknown,no,157,no,no,telephone,7,sep,147,1,-1,0,unknown,no
30,technician,single,secondary,no,120,yes,no,cellular,18,may,74,1,-1,0,unknown,no
38,technician,married,secondary,no,0,no,no,cellular,8,jul,635,1,-1,0,unknown,yes
23,technician,single,secondary,no,283,yes,no,cellular,22,sep,175,1,184,2,success,yes
60,admin.,single,secondary,no,473,no,no,cellular,5,feb,175,2,8,1,other,no
59,retired,married,secondary,no,374,no,no,cellular,29,aug,272,2,-1,0,unknown,no
35,admin.,married,tertiary,no,286,no,no,cellular,30,apr,949,2,-1,0,unknown,yes
32,technician,single,tertiary,no,6281,yes,no,unknown,3,jun,1336,4,-1,0,unknown,yes
37,admin.,married,secondary,no,0,yes,no,cellular,22,jul,185,1,-1,0,unknown,no
43,management,married,tertiary,no,46,no,no,cellular,27,aug,63,8,-1,0,unknown,no
48,technician,divorced,tertiary,no,83,no,yes,cellular,19,aug,243,6,-1,0,unknown,no
35,technician,single,secondary,no,1227,no,no,cellular,18,mar,593,4,90,6,other,yes
46,technician,single,secondary,no,874,no,no,cellular,19,nov,819,3,-1,0,unknown,yes
33,management,single,tertiary,no,383,yes,no,cellular,9,jul,125,1,-1,0,unknown,no
38,technician,married,secondary,no,318,no,no,cellular,4,feb,383,1,181,5,failure,yes
30,technician,single,secondary,no,925,no,no,cellular,20,nov,240,1,-1,0,unknown,no
35,technician,married,tertiary,no,7050,no,no,cellular,11,aug,222,3,182,4,success,yes
33,technician,married,tertiary,no,8023,no,no,cellular,30,nov,107,1,105,3,failure,no
49,blue-collar,married,secondary,no,141,no,no,cellular,6,aug,275,1,-1,0,unknown,no
33,services,married,secondary,no,210,yes,no,cellular,13,may,1207,2,-1,0,unknown,yes
26,technician,married,tertiary,no,8,yes,yes,unknown,13,may,262,2,-1,0,unknown,no
25,student,single,secondary,no,3090,no,no,cellular,21,aug,139,1,-1,0,unknown,no
52,admin.,single,secondary,no,2398,yes,no,cellular,3,nov,412,1,-1,0,unknown,yes
38,self-employed,married,secondary,no,290,yes,no,unknown,20,may,369,1,-1,0,unknown,no
42,technician,single,secondary,no,1364,yes,no,unknown,15,may,1867,6,-1,0,unknown,yes
35,management,married,tertiary,no,520,yes,no,cellular,4,may,458,3,17,5,failure,yes
35,management,single,tertiary,no,2646,no,no,cellular,14,apr,133,8,183,2,success,yes
60,technician,single,primary,no,11262,no,no,cellular,26,aug,323,1,-1,0,unknown,yes
51,technician,married,secondary,no,196,yes,yes,cellular,17,feb,88,1,-1,0,unknown,yes
25,admin.,single,tertiary,no,220,no,no,cellular,26,may,68,1,-1,0,unknown,no
30,management,single,tertiary,no,4889,no,no,cellular,11,aug,545,2,-1,0,unknown,yes
65,retired,married,secondary,no,2,no,no,cellular,14,apr,450,1,-1,0,unknown,yes
33,self-employed,divorced,secondary,no,1904,yes,no,cellular,17,jul,1584,2,-1,0,unknown,yes
49,admin.,married,secondary,no,0,no,no,cellular,22,aug,115,2,-1,0,unknown,no
52,unemployed,married,secondary,no,94,no,no,cellular,10,feb,153,1,92,13,success,yes
25,blue-collar,married,secondary,no,0,no,yes,cellular,15,jul,1424,4,-1,0,unknown,yes
39,blue-collar,single,secondary,no,522,yes,no,telephone,14,may,225,7,350,2,failure,no
36,services,single,secondary,no,0,yes,no,cellular,12,may,398,6,-1,0,unknown,yes
29,management,single,tertiary,no,573,yes,yes,unknown,16,jun,190,4,-1,0,unknown,no
77,retired,married,primary,no,3324,no,no,cellular,13,may,289,1,91,5,success,yes
43,blue-collar,married,primary,no,3131,yes,no,unknown,3,jun,441,3,-1,0,unknown,no
53,retired,married,secondary,no,665,yes,no,cellular,22,apr,371,2,-1,0,unknown,yes
70,retired,married,primary,no,2346,no,no,cellular,24,feb,694,1,184,5,failure,yes
31,self-employed,single,secondary,no,203,no,yes,cellular,19,nov,177,1,-1,0,unknown,no
53,retired,married,secondary,no,303,yes,no,unknown,6,may,593,2,-1,0,unknown,no
42,technician,married,secondary,no,1812,yes,no,cellular,31,jul,84,2,-1,0,unknown,no
31,management,single,tertiary,no,-201,yes,no,cellular,22,aug,81,4,-1,0,unknown,no
33,blue-collar,married,secondary,no,139,yes,yes,cellular,18,may,732,2,291,5,failure,yes
52,technician,single,secondary,no,436,no,yes,unknown,22,mar,95,1,-1,0,unknown,yes
34,blue-collar,single,secondary,no,341,yes,no,unknown,8,may,195,1,-1,0,unknown,no
32,management,single,tertiary,no,0,yes,no,cellular,20,apr,415,2,-1,0,unknown,no
45,management,married,tertiary,no,81,no,yes,cellular,30,jul,61,3,-1,0,unknown,no
47,blue-collar,married,secondary,no,292,no,no,cellular,10,feb,277,1,-1,0,unknown,yes
44,entrepreneur,married,tertiary,no,121,no,no,cellular,9,nov,248,1,91,1,success,yes
33,services,single,unknown,no,2297,no,no,cellular,27,jul,527,1,-1,0,unknown,yes
41,self-employed,married,secondary,no,20,no,no,unknown,5,jun,333,1,-1,0,unknown,no
31,self-employed,married,tertiary,no,2666,no,no,telephone,8,jul,411,2,148,9,other,yes
52,management,married,tertiary,no,7135,no,no,cellular,19,aug,1032,3,-1,0,unknown,yes
56,technician,divorced,secondary,no,179,no,no,cellular,18,jul,536,1,-1,0,unknown,yes
26,management,single,tertiary,no,3944,yes,no,cellular,14,may,974,2,-1,0,unknown,yes
56,admin.,married,secondary,no,292,yes,no,unknown,28,may,228,9,-1,0,unknown,no
64,retired,divorced,secondary,no,630,no,no,cellular,21,aug,97,1,-1,0,unknown,no
57,management,divorced,unknown,no,854,no,no,cellular,6,oct,480,1,40,5,success,yes
34,management,married,tertiary,no,828,no,yes,cellular,11,aug,1080,3,-1,0,unknown,yes
33,technician,single,secondary,no,-479,no,no,cellular,7,aug,235,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,800,no,no,cellular,5,apr,144,1,-1,0,unknown,yes
30,management,single,tertiary,no,222,yes,no,cellular,12,aug,112,4,-1,0,unknown,no
31,technician,married,tertiary,no,0,yes,yes,unknown,13,may,164,2,-1,0,unknown,no
40,management,married,tertiary,no,0,no,no,cellular,22,aug,61,4,-1,0,unknown,no
32,services,married,secondary,no,1844,yes,yes,cellular,3,feb,158,4,201,6,failure,no
22,student,single,tertiary,no,1161,no,yes,cellular,16,jun,119,1,-1,0,unknown,no
34,housemaid,married,primary,no,2929,no,no,cellular,14,aug,518,2,-1,0,unknown,yes
44,admin.,divorced,secondary,no,21,yes,no,cellular,13,apr,681,3,-1,0,unknown,no
38,technician,single,tertiary,no,1101,no,no,cellular,30,apr,800,1,-1,0,unknown,yes
28,services,single,secondary,no,217,yes,no,cellular,9,feb,379,3,-1,0,unknown,no
73,retired,married,unknown,no,3443,no,no,telephone,4,sep,770,3,-1,0,unknown,yes
37,management,married,tertiary,no,1276,no,no,cellular,14,aug,156,2,-1,0,unknown,yes
40,technician,married,tertiary,no,11766,yes,no,cellular,13,apr,218,2,242,9,failure,yes
51,blue-collar,married,primary,no,0,no,no,cellular,20,nov,85,1,-1,0,unknown,no
36,admin.,married,secondary,no,953,yes,no,cellular,17,feb,38,1,-1,0,unknown,no
36,admin.,single,tertiary,no,994,no,no,cellular,6,may,211,1,90,6,success,yes
26,technician,married,secondary,no,-119,no,yes,cellular,9,jul,359,5,-1,0,unknown,yes
50,entrepreneur,married,secondary,no,2731,no,no,cellular,8,aug,111,2,-1,0,unknown,no
42,management,divorced,tertiary,no,461,yes,no,unknown,3,jun,72,1,-1,0,unknown,no
41,services,married,secondary,no,471,yes,no,cellular,13,may,954,2,293,4,success,yes
30,technician,married,secondary,no,207,yes,no,unknown,23,may,72,2,-1,0,unknown,no
26,student,single,secondary,no,132,no,no,cellular,1,oct,194,1,119,1,success,yes
52,technician,married,tertiary,no,2557,no,no,cellular,8,jul,340,1,156,1,other,yes
42,technician,single,secondary,no,275,no,no,cellular,26,aug,31,8,-1,0,unknown,no
63,retired,married,secondary,no,1612,no,no,telephone,17,feb,233,2,-1,0,unknown,yes
53,technician,married,secondary,no,5303,yes,no,telephone,17,apr,320,3,180,1,success,yes
47,management,married,secondary,no,1144,no,yes,cellular,29,jan,324,1,-1,0,unknown,no
41,technician,married,secondary,no,2490,yes,no,unknown,21,may,115,2,-1,0,unknown,no
26,technician,single,secondary,no,855,yes,no,unknown,28,may,87,2,-1,0,unknown,no
43,services,divorced,secondary,no,1040,yes,no,unknown,19,may,552,3,-1,0,unknown,yes
37,blue-collar,married,unknown,no,622,yes,no,cellular,11,may,175,1,-1,0,unknown,no
34,technician,married,tertiary,no,178,yes,no,cellular,18,nov,85,1,-1,0,unknown,no
59,management,single,tertiary,no,7668,no,no,cellular,5,aug,124,1,-1,0,unknown,no
37,services,married,secondary,no,217,yes,no,cellular,11,may,152,1,-1,0,unknown,no
38,technician,single,secondary,no,0,no,no,cellular,22,aug,305,2,-1,0,unknown,no
30,student,single,secondary,no,2046,no,no,telephone,21,apr,595,3,254,1,failure,yes
43,admin.,married,secondary,no,877,yes,no,cellular,2,feb,135,1,-1,0,unknown,no
51,management,married,tertiary,no,2635,no,no,cellular,21,may,407,3,74,5,failure,yes
37,entrepreneur,married,tertiary,no,189,no,no,cellular,2,jun,253,2,-1,0,unknown,yes
26,blue-collar,married,secondary,no,245,yes,no,unknown,28,may,146,2,-1,0,unknown,no
24,blue-collar,single,secondary,no,1857,yes,no,cellular,8,oct,147,1,92,5,other,yes
